,drugName,condition,rating,usefulCount,eff_score,usefulness
7104,Solifenacin,Urinary Incontinence,3,33,0,0
7105,Alli,Obesity,1,26,0,0
7106,Treximet,Migraine,10,5,1,50
7107,Yasmin,Acne,10,12,1,120
7108,Vilazodone,Depression,1,0,0,0
7109,Bupropion,Depression,5,16,0,0
7110,Lovenox,"Deep Vein Thrombosis, Prophylaxis",10,4,1,40
7111,Adderall,ADHD,8,41,1,328
7112,Methylprednisolone,"Gout, Acute",10,38,1,380
7113,Gabapentin,ibromyalgia,6,75,1,450
7114,Camila,Birth Control,8,5,1,40
7115,Orlistat,Obesity,7,19,1,133
7116,Nexplanon,Birth Control,9,53,1,477
7117,Vardenafil,Erectile Dysfunction,9,9,1,81
7118,Sulfazine,Ulcerative Colitis,1,32,0,0
7119,Clomiphene,Ovulation Induction,10,213,1,2130
7120,Doxycycline,Malaria,7,15,1,105
7121,Rotigotine,Parkinson's Disease,6,29,1,174
7122,Viibryd,Major Depressive Disorde,10,45,1,450
7123,Edex,Erectile Dysfunction,10,117,1,1170
7124,Vilazodone,Anxiety,9,22,1,198
7126,Phentermine,Weight Loss,5,3,0,0
7128,Sertraline,Depression,10,6,1,60
7129,Bisoprolol / hydrochlorothiazide,High Blood Pressure,8,11,1,88
7130,Xifaxan,Irritable Bowel Syndrome,8,74,1,592
7131,Quetiapine,Insomnia,10,26,1,260
7132,Cephalexin,Skin or Soft Tissue Infection,10,56,1,560
7133,Prednisone,Sinusitis,3,25,0,0
7135,Baclofen,Migraine Prevention,10,48,1,480
7137,Lorcaserin,Obesity,10,32,1,320
7138,Voltaren Gel,Pain,1,17,0,0
7139,Aftera,Emergency Contraception,10,9,1,90
7140,Vortioxetine,Major Depressive Disorde,8,23,1,184
7141,VESIcare,Overactive Bladde,1,43,0,0
7142,Zoloft,Social Anxiety Disorde,8,18,1,144
7143,Adapalene,Acne,9,15,1,135
7144,Fluticasone / vilanterol,Asthma,10,16,1,160
7145,Escitalopram,Anxiety,8,72,1,576
7146,Phentermine,Weight Loss,8,4,1,32
7147,Aluminum chloride hexahydrate,Hyperhidrosis,10,14,1,140
7148,Zantac 150,Stomach Ulce,1,4,0,0
7150,Phentermine / topiramate,Weight Loss,7,112,1,784
7151,Lexapro,Anxiety,8,102,1,816
7152,Kombiglyze XR,"Diabetes, Type 2",10,47,1,470
7153,Levonorgestrel,Emergency Contraception,10,38,1,380
7154,Etonogestrel,Birth Control,5,9,0,0
7155,Hydroxyzine,Sedation,9,0,1,0
7156,Levonorgestrel,Emergency Contraception,8,6,1,48
7157,Topiramate,Migraine Prevention,10,39,1,390
7158,Microgestin Fe 1.5 / 30,Menstrual Disorders,1,2,0,0
7159,Suvorexant,Insomnia,1,12,0,0
7160,Acetaminophen / diphenhydramine,Insomnia,10,20,1,200
7161,Zyban,Smoking Cessation,10,65,1,650
7162,Terbinafine,"Onychomycosis, Toenail",10,56,1,560
7163,Vyvanse,ADHD,10,56,1,560
7165,Methylphenidate,ADHD,7,22,1,154
7166,Clonidine,Opiate Withdrawal,10,14,1,140
7167,Butorphanol,Labor Pain,1,0,0,0
7168,Lexapro,Anxiety,10,12,1,120
7169,Fluvoxamine,Depression,10,32,1,320
7170,Kariva,Birth Control,2,8,0,0
7171,Deplin,lic Acid Deficiency,10,176,1,1760
7172,Golimumab,Rheumatoid Arthritis,9,57,1,513
7173,Benzonatate,Cough,10,65,1,650
7175,Cymbalta,Anxiety,9,68,1,612
7176,Trazodone,Depression,10,127,1,1270
7177,Pentasa,"Crohn's Disease, Maintenance",10,30,1,300
7178,Formoterol / mometasone,moterol / mometasone),10,37,1,370
7180,Levonorgestrel,Birth Control,8,13,1,104
7181,Contrave,Obesity,8,50,1,400
7182,Valium,Light Anesthesia,8,18,1,144
7183,Norco,Back Pain,9,53,1,477
7184,Pregabalin,ibromyalgia,3,14,0,0
7185,Ultram,Pain,10,73,1,730
7186,Kyleena,17</span> users found this comment helpful.,5,17,0,0
7187,Trifluoperazine,Anxiety,9,31,1,279
7188,Inderal,Migraine Prevention,3,25,0,0
7189,Qsymia,Weight Loss,5,20,0,0
7190,Sulfacetamide sodium / sulfur,Rosacea,10,26,1,260
7191,MiraLax,Constipation,10,200,1,2000
7192,Oseltamivir,Influenza,10,12,1,120
7193,Doxycycline,Acne,10,21,1,210
7194,Bupropion,Depression,10,43,1,430
7195,Copper,Birth Control,8,7,1,56
7196,Suprep Bowel Prep Kit,Bowel Preparation,7,20,1,140
7197,Metamucil,Irritable Bowel Syndrome,10,31,1,310
7198,Sertraline,Depression,8,25,1,200
7199,Elavil,Burning Mouth Syndrome,8,142,1,1136
7200,Azithromycin,Bronchitis,10,116,1,1160
7201,Hiprex,Bladder Infection,10,60,1,600
7202,Clonidine,Opiate Withdrawal,1,47,0,0
7203,Lutera,Birth Control,6,4,1,24
7204,Amitiza,"Constipation, Chronic",1,22,0,0
7205,Montelukast,Asthma,3,15,0,0
7206,Amitriptyline,Pain,8,85,1,680
7207,Boniva,Osteoporosis,1,84,0,0
7209,Fluoxetine,Anxiety and Stress,3,35,0,0
7210,Mirena,Abnormal Uterine Bleeding,10,14,1,140
7211,Accutane,Acne,9,35,1,315
7212,Nortriptyline,Vulvodynia,8,30,1,240
7213,Hydromorphone,Pain,4,9,0,0
7214,Xulane,Birth Control,10,8,1,80
7215,Trimipramine,Depression,9,2,1,18
7216,Atenolol,Anxiety,9,155,1,1395
7217,Trintellix,Major Depressive Disorde,8,9,1,72
7218,Celexa,Depression,10,109,1,1090
7219,Meloxicam,Osteoarthritis,8,23,1,184
7220,Interferon alfa-2b,Hepatitis C,1,2,0,0
7221,Terconazole,Vaginal Yeast Infection,7,12,1,84
7222,Milnacipran,ibromyalgia,10,31,1,310
7223,Risedronate,Prevention of Osteoporosis,1,7,0,0
7224,Metoprolol,Supraventricular Tachycardia,10,73,1,730
7225,Isotretinoin,Acne,1,8,0,0
7226,Milnacipran,ibromyalgia,1,24,0,0
7228,Buspirone,Anxiety,9,48,1,432
7229,Xifaxan,Hepatic Encephalopathy,10,6,1,60
7230,Venlafaxine,Hot Flashes,8,64,1,512
7231,Ethinyl estradiol / norethindrone,Birth Control,3,3,0,0
7232,Dilaudid,Pain,9,12,1,108
7233,Xyzal,Allergies,5,10,0,0
7234,Cymbalta,Depression,8,32,1,256
7237,Rocuronium,Anesthesia,10,1,1,10
7238,Cozaar,High Blood Pressure,10,84,1,840
7239,Sumatriptan,Cluster Headaches,10,22,1,220
7240,Differin,Acne,9,16,1,144
7241,Aripiprazole,Bipolar Disorde,10,26,1,260
7242,Zoloft,Anxiety and Stress,9,27,1,243
7243,Buspirone,Anxiety,9,25,1,225
7244,Harvoni,Hepatitis C,6,8,1,48
7245,Xanax,Depression,10,173,1,1730
7246,Duloxetine,Anxiety,9,87,1,783
7247,Levaquin,Pneumonia,1,2,0,0
7248,Tretinoin,Acne,9,8,1,72
7249,Oxcarbazepine,Bipolar Disorde,6,8,1,48
7250,Compazine,Nausea/Vomiting,1,29,0,0
7251,Miconazole,Vaginal Yeast Infection,8,0,1,0
7252,Escitalopram,Depression,1,17,0,0
7253,Plan B,Emergency Contraception,5,0,0,0
7255,Fluoxetine,Premenstrual Dysphoric Disorde,9,12,1,108
7257,Lexapro,Major Depressive Disorde,9,6,1,54
7259,Xulane,Birth Control,9,2,1,18
7260,Tavaborole,"Onychomycosis, Toenail",1,15,0,0
7261,Flecainide,Atrial Fibrillation,10,80,1,800
7262,Escitalopram,Anxiety,9,6,1,54
7263,Drysol,Hyperhidrosis,10,2,1,20
7264,Zofran,Nausea/Vomiting,10,7,1,70
7265,Nicoderm CQ,Smoking Cessation,10,48,1,480
7266,Sertraline,Depression,1,28,0,0
7268,Pancrelipase,Chronic Pancreatitis,10,4,1,40
7270,Citalopram,Depression,2,2,0,0
7271,Ampyra,Multiple Sclerosis,9,70,1,630
7272,Geodon,Bipolar Disorde,10,15,1,150
7274,Cryselle,Birth Control,5,5,0,0
7275,Phentermine,Weight Loss,8,29,1,232
7276,Avonex,Multiple Sclerosis,10,25,1,250
7277,Cyclobenzaprine,Muscle Spasm,4,57,0,0
7278,Tambocor,Atrial Fibrillation,9,109,1,981
7279,Desvenlafaxine,Depression,2,19,0,0
7280,Carisoprodol,Muscle Spasm,10,78,1,780
7284,Etonogestrel,Birth Control,10,13,1,130
7286,Misoprostol,Abortion,9,12,1,108
7287,Lorazepam,Sedation,10,20,1,200
7288,Vyvanse,ADHD,9,99,1,891
7289,Valacyclovir,Cold Sores,10,16,1,160
7290,Suvorexant,Insomnia,2,20,0,0
7291,Tylox,Pain,8,4,1,32
7292,Suprep Bowel Prep Kit,Bowel Preparation,8,26,1,208
7294,Vilazodone,Depression,10,213,1,2130
7295,Monistat 7-Day Combination Pack,Vaginal Yeast Infection,1,9,0,0
7296,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,8,6,1,48
7297,Modafinil,atigue,10,44,1,440
7298,Levonorgestrel,Emergency Contraception,9,54,1,486
7299,Sucralfate,GERD,10,3,1,30
7300,Zolpidem,Insomnia,10,84,1,840
7301,Nexplanon,Birth Control,6,1,1,6
7302,Mirena,Birth Control,3,3,0,0
7303,Atomoxetine,ADHD,1,7,0,0
7304,Viberzi,Irritable Bowel Syndrome,10,10,1,100
7305,Quetiapine,Generalized Anxiety Disorde,4,23,0,0
7306,Escitalopram,Depression,1,16,0,0
7307,Ethinyl estradiol / norgestimate,Abnormal Uterine Bleeding,10,4,1,40
7308,Briviact,Seizures,8,8,1,64
7309,Levonorgestrel,Birth Control,8,0,1,0
7310,Isotretinoin,Acne,10,121,1,1210
7311,Mirena,Birth Control,10,11,1,110
7312,Sertraline,Premenstrual Dysphoric Disorde,9,2,1,18
7313,Dulcolax,Constipation,8,3,1,24
7314,Aczone,Acne,10,9,1,90
7315,Bisacodyl,Constipation,10,4,1,40
7316,Hydroxyzine,Anxiety,1,34,0,0
7317,Lexapro,Depression,8,68,1,544
7318,Monistat 1-Day or Night Combination Pack,Vaginal Yeast Infection,1,3,0,0
7319,Plan B,Emergency Contraception,10,18,1,180
7321,Vyvanse,ADHD,2,49,0,0
7322,Metoclopramide,Migraine,3,21,0,0
7323,Senokot,Constipation,10,3,1,30
7324,Fluoxetine,Anxiety and Stress,8,3,1,24
7325,Dicyclomine,Irritable Bowel Syndrome,10,38,1,380
7326,Efudex,6</span> users found this comment helpful.,1,6,0,0
7327,Duragesic,Chronic Pain,8,36,1,288
7328,Imitrex,Cluster Headaches,1,3,0,0
7329,Clindamycin,Bacterial Infection,4,20,0,0
7330,Pristiq,Anxiety,8,31,1,248
7331,Lyrica,ibromyalgia,10,65,1,650
7332,Sprintec,Abnormal Uterine Bleeding,10,6,1,60
7333,Diazepam,Light Sedation,9,62,1,558
7335,Metformin,min),9,3,1,27
7336,Butrans,Chronic Pain,8,62,1,496
7337,Sodium hyaluronate,Osteoarthritis,10,55,1,550
7338,Metaxalone,Muscle Spasm,7,34,1,238
7341,Clonazepam,Anxiety,10,96,1,960
7342,Drysol,Hyperhidrosis,9,9,1,81
7343,Minastrin 24 Fe,Birth Control,10,12,1,120
7344,Pregabalin,Generalized Anxiety Disorde,10,41,1,410
7345,Lisdexamfetamine,ADHD,1,12,0,0
7346,Requip,Restless Legs Syndrome,5,38,0,0
7347,Methotrexate,Rheumatoid Arthritis,9,62,1,558
7348,Liraglutide,"Diabetes, Type 2",9,17,1,153
7349,Linaclotide,"Constipation, Chronic",6,28,1,168
7350,Sansert,Cluster Headaches,10,19,1,190
7351,Lisdexamfetamine,ADHD,9,46,1,414
7352,Amitriptyline,Migraine Prevention,10,43,1,430
7353,Chlorcyclizine / phenylephrine,Nasal Congestion,6,0,1,0
7355,Adapalene / benzoyl peroxide,Acne,9,7,1,63
7356,Tramadol,Restless Legs Syndrome,7,20,1,140
7357,Levocetirizine,Allergies,1,5,0,0
7358,Ethinyl estradiol / norgestimate,Ovarian Cysts,2,6,0,0
7359,Metoprolol,Supraventricular Tachycardia,6,58,1,348
7360,Rabeprazole,GERD,9,0,1,0
7361,Microgestin Fe 1.5 / 30,Birth Control,2,7,0,0
7362,Azithromycin,Bacterial Infection,6,3,1,18
7363,Ethinyl estradiol / etonogestrel,Birth Control,1,10,0,0
7364,Lomotil,Diarrhea,10,61,1,610
7365,Skyla,Birth Control,8,2,1,16
7366,Naproxen,Not Listed / Othe,9,1,1,9
7367,Trazodone,Sedation,10,86,1,860
7368,Zoloft,Major Depressive Disorde,5,6,0,0
7369,Abilify,Bipolar Disorde,1,0,0,0
7370,Tizanidine,Muscle Spasm,9,25,1,225
7371,Bupropion,Depression,9,13,1,117
7372,Venlafaxine,Post Traumatic Stress Disorde,1,2,0,0
7373,AndroGel,"Hypogonadism, Male",10,145,1,1450
7374,Retapamulin,Acne,9,4,1,36
7375,Clonidine,Hypertensive Emergency,6,13,1,78
7376,Esomeprazole,GERD,10,32,1,320
7377,Lyrica,ibromyalgia,8,62,1,496
7378,Tadalafil,Erectile Dysfunction,8,21,1,168
7379,Vyvanse,ADHD,10,21,1,210
7380,Bydureon,"Diabetes, Type 2",9,28,1,252
7381,Gabapentin,ibromyalgia,5,24,0,0
7382,Levonorgestrel,Emergency Contraception,6,11,1,66
7384,Uceris,Ulcerative Colitis,7,4,1,28
7385,Vyvanse,ADHD,2,14,0,0
7386,Montelukast,Asthma,1,46,0,0
7387,Tioconazole,Vaginal Yeast Infection,8,4,1,32
7388,Levo-Dromoran,Pain,1,7,0,0
7390,Tranylcypromine,Depression,5,8,0,0
7392,Hyosyne,Irritable Bowel Syndrome,7,23,1,161
7393,Norvasc,High Blood Pressure,2,40,0,0
7394,Ethinyl estradiol / norethindrone,Acne,8,36,1,288
7395,Nortriptyline,Depression,1,22,0,0
7396,Depo-Provera,Birth Control,1,7,0,0
7397,Effexor,Depression,7,48,1,336
7398,Gabapentin,Pain,8,58,1,464
7399,Duloxetine,Generalized Anxiety Disorde,10,183,1,1830
7400,Mirena,Birth Control,9,4,1,36
7401,Viagra,Erectile Dysfunction,9,50,1,450
7402,Brimonidine,Rosacea,10,65,1,650
7403,Alprazolam,Anxiety,10,24,1,240
7404,Lidoderm,Postherpetic Neuralgia,1,0,0,0
7406,Tussionex Pennkinetic,Cough,10,43,1,430
7407,Delsym,Cough,1,3,0,0
7408,Bupropion / naltrexone,Obesity,8,33,1,264
7409,Depo-Provera,Abnormal Uterine Bleeding,1,8,0,0
7410,Clonidine,Anxiety,1,32,0,0
7411,Xanax,Anxiety,10,31,1,310
7413,Brexpiprazole,Depression,5,3,0,0
7414,Tadalafil,Erectile Dysfunction,3,75,0,0
7415,Lamotrigine,Bipolar Disorde,2,9,0,0
7416,Bupropion,Depression,9,3,1,27
7417,Bupropion / naltrexone,Obesity,3,2,0,0
7418,Metamucil,Dietary Fiber Supplementation,2,6,0,0
7419,Ephedrine,Narcolepsy,8,7,1,56
7420,Mirena,Birth Control,10,17,1,170
7423,Hydroxyzine,Sedation,6,39,1,234
7424,Lisdexamfetamine,ADHD,9,26,1,234
7426,Concerta,ADHD,6,33,1,198
7427,Miconazole,Vaginal Yeast Infection,1,9,0,0
7428,Daytrana,ADHD,10,40,1,400
7430,Mirena,Birth Control,9,14,1,126
7431,Isotretinoin,Acne,10,4,1,40
7432,Gildess Fe 1 / 20,Birth Control,7,9,1,63
7433,Acetaminophen / hydrocodone,Rheumatoid Arthritis,9,132,1,1188
7434,Carvedilol,Left Ventricular Dysfunction,9,23,1,207
7435,Abilify,Major Depressive Disorde,1,14,0,0
7436,Fioricet,Headache,10,39,1,390
7437,Viagra,Erectile Dysfunction,10,23,1,230
7438,Aviane,Birth Control,7,7,1,49
7439,Levonorgestrel,Emergency Contraception,10,10,1,100
7441,Losartan,High Blood Pressure,3,159,0,0
7442,Aubra,Birth Control,4,2,0,0
7443,Adapalene / benzoyl peroxide,Acne,2,5,0,0
7444,Ashlyna,Birth Control,10,2,1,20
7445,Citalopram,Anxiety and Stress,6,22,1,132
7446,Sofosbuvir,Hepatitis C,1,6,0,0
7447,Nucynta,Pain,8,17,1,136
7449,Rizatriptan,Migraine,9,9,1,81
7450,Mefenamic acid,Period Pain,10,30,1,300
7451,Ixekizumab,Plaque Psoriasis,9,6,1,54
7452,Ambien,Insomnia,10,35,1,350
7453,Acetaminophen / oxycodone,Pain,10,18,1,180
7454,Bupropion,Depression,9,223,1,2007
7455,Levitra,Erectile Dysfunction,10,48,1,480
7456,Topiramate,Migraine Prevention,1,17,0,0
7457,Azithromycin,Sinusitis,10,12,1,120
7458,Tapentadol,Pain,9,69,1,621
7459,Ethinyl estradiol / norgestimate,Birth Control,9,3,1,27
7460,Generess Fe,Birth Control,8,11,1,88
7461,Flomax,Benign Prostatic Hyperplasia,3,58,0,0
7462,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,8,38,1,304
7463,Trintellix,Depression,3,11,0,0
7464,Trintellix,Depression,9,26,1,234
7465,Mirena,Birth Control,10,3,1,30
7466,Mirabegron,Overactive Bladde,1,40,0,0
7467,Bisoprolol / hydrochlorothiazide,High Blood Pressure,5,6,0,0
7468,Cephalexin,Bacterial Infection,9,33,1,297
7469,Savella,ibromyalgia,1,15,0,0
7470,Topiramate,Migraine Prevention,9,17,1,153
7471,Emtricitabine / tenofovir,HIV Infection,10,9,1,90
7472,Vortioxetine,Major Depressive Disorde,9,40,1,360
7473,Angeliq,Postmenopausal Symptoms,10,12,1,120
7474,Citalopram,Depression,10,414,1,4140
7475,Prevpac,Helicobacter Pylori Infection,5,30,0,0
7476,Geodon,Bipolar Disorde,2,36,0,0
7477,Nexplanon,Birth Control,1,8,0,0
7478,Bisacodyl,Constipation,1,5,0,0
7479,Dexedrine,ADHD,9,17,1,153
7480,Phentermine,Weight Loss,9,48,1,432
7482,Supartz,Osteoarthritis,9,67,1,603
7483,Clomiphene,emale Infertility,1,11,0,0
7484,Sertraline,Panic Disorde,10,107,1,1070
7486,Sildenafil,Erectile Dysfunction,8,21,1,168
7487,Fluoxetine,Anxiety and Stress,7,60,1,420
7488,Levomilnacipran,Major Depressive Disorde,1,45,0,0
7489,Copper,Birth Control,10,2,1,20
7490,Escitalopram,ibromyalgia,9,50,1,450
7491,Ultram,Chronic Pain,1,4,0,0
7492,Lithium,Bipolar Disorde,8,25,1,200
7493,Olanzapine,Schizophrenia,8,21,1,168
7494,Zyban,Smoking Cessation,10,22,1,220
7495,Sertraline,Major Depressive Disorde,10,29,1,290
7497,Sulfamethoxazole / trimethoprim,Bacterial Infection,5,2,0,0
7498,Temazepam,Insomnia,10,61,1,610
7499,Boniva,Osteoporosis,1,15,0,0
7500,Jardiance,"Diabetes, Type 2",6,25,1,150
7501,Vardenafil,Erectile Dysfunction,9,0,1,0
7502,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,9,34,1,306
7503,Requip,Restless Legs Syndrome,5,22,0,0
7505,Belviq,Weight Loss,7,32,1,224
7506,Vicodin ES,Back Pain,10,67,1,670
7507,Gildess Fe 1.5 / 30,Birth Control,2,4,0,0
7508,Lidoderm,Pain,2,25,0,0
7509,Hydroxyzine,Anxiety,10,21,1,210
7510,Propofol,Anesthesia,8,11,1,88
7511,Drospirenone / estradiol,Postmenopausal Symptoms,8,10,1,80
7512,Ursodiol,Biliary Cirrhosis,10,82,1,820
7513,Celexa,Anxiety and Stress,8,124,1,992
7514,Duloxetine,Anxiety,1,50,0,0
7515,Lamictal,Bipolar Disorde,10,31,1,310
7516,Ultram ER,Back Pain,8,36,1,288
7518,Fluticasone,Allergic Rhinitis,3,13,0,0
7519,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,9,36,1,324
7520,Zelboraf,"Melanoma, Metastatic",4,1,0,0
7521,Cymbalta,Depression,10,49,1,490
7522,Biaxin,Bronchitis,1,1,0,0
7523,Varenicline,Smoking Cessation,9,68,1,612
7524,Celexa,Depression,8,131,1,1048
7525,Mirena,Birth Control,2,3,0,0
7526,Cefdinir,Bronchitis,1,9,0,0
7527,Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,2,8,0,0
7528,Eszopiclone,Insomnia,6,43,1,258
7529,Adapalene / benzoyl peroxide,Acne,9,15,1,135
7530,Lyrica,Diabetic Peripheral Neuropathy,2,3,0,0
7531,Lisinopril,High Blood Pressure,6,48,1,288
7532,Next Choice,Emergency Contraception,10,27,1,270
7533,Fluoxetine,Obsessive Compulsive Disorde,10,30,1,300
7534,Premsyn PMS,Premenstrual Syndrome,9,0,1,0
7535,Ocular lubricant,Eye Redness,10,9,1,90
7536,Ethinyl estradiol / levonorgestrel,Birth Control,7,4,1,28
7538,Premphase,Postmenopausal Symptoms,5,3,0,0
7539,Aripiprazole,Obsessive Compulsive Disorde,9,55,1,495
7540,Aripiprazole,Bipolar Disorde,5,7,0,0
7541,Etonogestrel,Birth Control,9,9,1,81
7543,Etonogestrel,Birth Control,1,12,0,0
7544,Viibryd,Depression,2,22,0,0
7545,Modafinil,Chronic Fatigue Syndrome,1,15,0,0
7546,Levocetirizine,Allergies,6,22,1,132
7547,Doxylamine,Insomnia,9,39,1,351
7548,Bactrim,Sinusitis,2,28,0,0
7549,Escitalopram,Anxiety,10,87,1,870
7550,Metoprolol,High Blood Pressure,1,20,0,0
7551,Ultram,Back Pain,10,116,1,1160
7552,Citalopram,Depression,9,22,1,198
7553,Tri-Luma,Melasma,10,26,1,260
7554,Nifedipine,Premature Lab,1,4,0,0
7555,Adapalene / benzoyl peroxide,Acne,10,60,1,600
7556,Dilaudid,Pain,10,10,1,100
7557,Clindamycin / tretinoin,Acne,10,38,1,380
7558,Spironolactone,Edema,10,5,1,50
7559,Wart Remover,Warts,6,2,1,12
7560,Tri-Previfem,Birth Control,8,1,1,8
7561,Dupixent,Atopic Dermatitis,2,16,0,0
7562,Olanzapine,Bipolar Disorde,4,4,0,0
7564,Emtricitabine / rilpivirine / tenofovir,HIV Infection,1,3,0,0
7565,Remeron,Depression,5,85,0,0
7566,Ponstel,7</span> users found this comment helpful.,1,7,0,0
7567,Tapentadol,Pain,1,27,0,0
7568,Meclizine,Motion Sickness,9,31,1,279
7569,Entocort EC,Crohn's Disease,10,24,1,240
7570,Montelukast,"Asthma, Maintenance",9,16,1,144
7571,Nalbuphine,Pain,10,8,1,80
7572,Cialis,Erectile Dysfunction,10,54,1,540
7573,Gabapentin,Anxiety,9,90,1,810
7574,Complera,HIV Infection,9,6,1,54
7575,Levonorgestrel,Birth Control,10,33,1,330
7576,Frovatriptan,Migraine,10,4,1,40
7578,Anastrozole,Breast Cance,2,292,0,0
7579,Drospirenone / ethinyl estradiol,Premenstrual Dysphoric Disorde,1,9,0,0
7580,Stelara,Psoriasis,3,17,0,0
7581,Eluxadoline,Irritable Bowel Syndrome,1,21,0,0
7582,Dalfampridine,Multiple Sclerosis,9,70,1,630
7583,Terbinafine,"Onychomycosis, Toenail",10,69,1,690
7584,Vortioxetine,Major Depressive Disorde,10,48,1,480
7586,Aripiprazole,Bipolar Disorde,10,39,1,390
7587,Ethinyl estradiol / norethindrone,Birth Control,2,7,0,0
7588,Guaifenesin / pseudoephedrine,Cough and Nasal Congestion,8,39,1,312
7590,Magnesium citrate,Constipation,10,73,1,730
7591,Lutera,Endometriosis,10,11,1,110
7592,Flomax,Urinary Tract Stones,3,28,0,0
7593,Biafine,10</span> users found this comment helpful.,10,10,1,100
7594,Doxepin,Insomnia,10,67,1,670
7595,Ethinyl estradiol / norethindrone,Birth Control,9,5,1,45
7596,Etonogestrel,Birth Control,2,8,0,0
7597,Cymbalta,Chronic Pain,10,84,1,840
7598,NovoLog FlexPen,"Diabetes, Type 2",10,6,1,60
7599,Implanon,Birth Control,6,1,1,6
7600,Ethinyl estradiol / norelgestromin,Birth Control,1,8,0,0
7602,Guaifenesin,ibromyalgia,10,124,1,1240
7603,Venlafaxine,Major Depressive Disorde,8,1,1,8
7604,Yaz,Birth Control,2,26,0,0
7605,Kyleena,Birth Control,3,1,0,0
7606,Buprenorphine,Pain,10,44,1,440
7607,Fingolimod,Multiple Sclerosis,10,64,1,640
7608,Quetiapine,Bipolar Disorde,8,17,1,136
7610,Modafinil,Depression,10,287,1,2870
7612,Sertraline,Anxiety and Stress,7,15,1,105
7614,Aspirin,Osteoarthritis,9,18,1,162
7615,Tindamax,Bacterial Vaginitis,2,13,0,0
7616,Sertraline,Depression,3,23,0,0
7617,Cyproheptadine,Anorexia,9,10,1,90
7620,Yaz,Birth Control,10,5,1,50
7621,Nexplanon,Birth Control,5,8,0,0
7622,Roflumilast,COPD,10,79,1,790
7623,Liraglutide,"Diabetes, Type 2",6,16,1,96
7624,Loestrin 24 Fe,Birth Control,9,1,1,9
7625,Synvisc-One,Osteoarthritis,10,43,1,430
7627,Estradiol,Atrophic Vaginitis,8,115,1,920
7628,Lorcaserin,Weight Loss,1,21,0,0
7629,Dramamine,Motion Sickness,10,31,1,310
7630,Monistat 7-Day Combination Pack,Vaginal Yeast Infection,1,1,0,0
7631,Ziprasidone,Schizophrenia,7,6,1,42
7632,Venlafaxine,Anxiety,7,4,1,28
7633,Contrave,Obesity,8,9,1,72
7634,Depo-Provera,Endometriosis,9,50,1,450
7636,Duloxetine,ibromyalgia,5,74,0,0
7637,Amphetamine / dextroamphetamine,ADHD,5,16,0,0
7640,Subutex,Opiate Dependence,10,99,1,990
7641,Adipex-P,5</span> users found this comment helpful.,10,5,1,50
7642,Ivermectin,Rosacea,1,15,0,0
7643,Diazepam,Anxiety,1,8,0,0
7644,Levothyroxine,Underactive Thyroid,9,44,1,396
7645,Liraglutide,"Diabetes, Type 2",9,7,1,63
7646,Valium,Muscle Spasm,9,54,1,486
7647,Asenapine,Schizoaffective Disorde,10,27,1,270
7648,Buprenorphine,Pain,9,156,1,1404
7649,Symbicort,"Asthma, Maintenance",3,3,0,0
7650,Paregoric,Diarrhea,10,9,1,90
7651,Cipro,Urinary Tract Infection,1,21,0,0
7652,Clonazepam,Anxiety,1,56,0,0
7653,Arthrotec,Osteoarthritis,10,97,1,970
7654,Lisinopril,Migraine Prevention,8,53,1,424
7655,Tamoxifen,Breast Cance,10,73,1,730
7656,Diclofenac,Migraine,1,0,0,0
7657,Isotretinoin,Acne,1,9,0,0
7658,Pylera,Helicobacter Pylori Infection,5,42,0,0
7659,Tramadol,Anxiety,9,39,1,351
7661,Ethinyl estradiol / levonorgestrel,Birth Control,9,10,1,90
7662,Xarelto,Prevention of Thromboembolism in Atrial Fibrillation,1,163,0,0
7663,Vortioxetine,Major Depressive Disorde,9,8,1,72
7664,Buprenorphine,Opiate Dependence,1,6,0,0
7666,Sprintec,Birth Control,3,7,0,0
7667,Butrans,Pain,7,46,1,322
7668,Atovaquone / proguanil,Malaria Prevention,9,30,1,270
7669,Testim,"Hypogonadism, Male",1,4,0,0
7670,Methylprednisolone,"Gout, Acute",10,54,1,540
7672,Neurontin,Periodic Limb Movement Disorde,1,12,0,0
7673,Mirabegron,Overactive Bladde,9,87,1,783
7674,Phentermine,Weight Loss,9,1,1,9
7675,Hydrocodone / ibuprofen,Pain,10,7,1,70
7676,Buprenorphine,Chronic Pain,3,17,0,0
7677,Errin,Birth Control,3,0,0,0
7678,NuvaRing,Birth Control,7,4,1,28
7679,Suboxone,Opiate Dependence,10,20,1,200
7680,Asacol HD,"Ulcerative Colitis, Maintenance",10,5,1,50
7681,Saphris,Schizophrenia,9,3,1,27
7682,Bupropion,Smoking Cessation,8,73,1,584
7683,Ocella,Birth Control,5,6,0,0
7684,Implanon,Birth Control,4,0,0,0
7685,Topamax,Migraine Prevention,10,47,1,470
7686,Imiquimod,Keratosis,8,32,1,256
7687,Nexium,GERD,1,14,0,0
7689,Orsythia,Birth Control,4,3,0,0
7690,Tramadol,Pain,2,11,0,0
